Stock,Index,Alpha,Beta,R2,Correlation
MARUTI.NS,^CNXAUTO,-0.0003087630344553847,0.6872898480994352,0.4829013173194565,0.6949110139575115
MARUTI.NS,^CNXFMCG,-0.0005365234617604887,0.5457449658274273,0.14802505302919955,0.38474024097980664
MARUTI.NS,^CNXIT,-0.0006195489215641296,0.3105715242870354,0.11789214081321642,0.3433542497381042
MARUTI.NS,^CNXPHARMA,-0.0008833377469569562,0.37125943899515407,0.10246283365059705,0.320098162522994
MARUTI.NS,^NSEBANK,-0.0010136056207369233,0.5417258840324768,0.1729447157149535,0.41586622333985396
MARUTI.NS,^NSEI,-0.0007456856509797957,0.8492949664920066,0.35324077017025957,0.5943406179710922
NESTLEIND.NS,^CNXAUTO,-8.132874190031313e-05,0.38502504995428266,0.15355142024192203,0.3918563770591493
NESTLEIND.NS,^CNXFMCG,0.0001307770333612222,0.9646149330967297,0.4685555047091049,0.6845111428670135
NESTLEIND.NS,^CNXIT,-0.00024027319062286726,0.19772290112475935,0.04841421216766917,0.22003229801024524
NESTLEIND.NS,^CNXPHARMA,-0.00040171810008709396,0.19951976348044334,0.029983375976439186,0.17315708468451185
NESTLEIND.NS,^NSEBANK,-0.0004978982780480594,0.36357468100236007,0.07892829479979013,0.2809417996663905
NESTLEIND.NS,^NSEI,-0.000313165022402404,0.627879324695704,0.19561557094752502,0.44228449096427186
NTPC.NS,^CNXAUTO,-5.345618357855542e-05,0.6108460484988759,0.2353488779115409,0.48512769237752323
NTPC.NS,^CNXFMCG,-0.0001949794477808748,0.6031756768183759,0.111561270492046,0.3340078898649641
NTPC.NS,^CNXIT,-0.0003066807020252695,0.3120333438920952,0.07342325940076833,0.270967266290171
NTPC.NS,^CNXPHARMA,-0.0006140167656377108,0.6129953844668505,0.17234386391423306,0.41514318483414
